"id","exam_id","text","options","correct_answer","question_order","topic_id"
"it-passport-2025-q057","it-passport-2025","HTTP プロキシサーバの機能に関する記述として，適切なものはどれか。","[""IP アドレス割当て要求を PC から受け付けて，割り当てるグローバル IP アドレスを返す。"",""PC から，インターネット上の Web サーバへの接続要求を中継役として受けて，PC に代わって当該の Web サーバに接続し，送受信データを中継する。"",""Web サーバの URL に対応する IP アドレスを求める要求を PC から受け付けて，その IP アドレスを返す。"",""Web サーバのコンテンツが検索結果の上位に表示されるように，その Web サーバが管理するコンテンツを書き換える。""]","1","57",
"it-passport-2025-q058","it-passport-2025","DNS の説明として，適切なものはどれか。","[""IP ネットワークに接続しようとするコンピュータに，IP アドレスなどを自動的に割り当てるプロトコルである。"",""ブラウザと Web サーバ間の通信を暗号化して，セキュリティを高めるために利用されるプロトコルである。"",""ホスト名やドメイン名と，IP アドレスを対応付ける仕組みである。"",""ホスト名やドメイン名と，MAC アドレスを対応付ける仕組みである。""]","2","58",
"it-passport-2025-q059","it-passport-2025","ISMS における内部監査に関する記述のうち，適切なものはどれか。","[""JIS Q 27001 の要求事項及び組織自体が規定した要求事項によって定める監査基準への適合性だけでなく，ISMS 活動の組織に対する有効性も判定する。"",""JIS Q 27001 の要求事項ではなく，組織自体が規定した要求事項を監査基準とする。"",""内部監査の実施のためのプログラムを確立するときには，前回の内部監査の結果は考慮しない。"",""不定期かつ抜き打ちでの実施を原則とする。""]","0","59",
"it-passport-2025-q060","it-passport-2025","TCP/IP ネットワークで用いられるプロトコルである FTP の役割として，適切なものはどれか。","[""正確な現在時刻を取得する。"",""電子メールを転送する。"",""ネットワーク接続に必要な IP アドレスなどの情報を自動的に割り当てる。"",""ファイルを PC 間で転送する。""]","3","60",
"it-passport-2025-q061","it-passport-2025","DBMS のトランザクションに関する記述として，適切なものはどれか。","[""あるデータベースの内容を他のデータベースに複製し，内容の同期をとる。"",""データベースに対して行った操作を，順次記録する。"",""データベースに対する一連の処理が全て成功したら変更結果を確定し，途中で失敗したら処理前の状態に戻す。"",""データベースの表の索引を作成し，検索時には索引を使用する。""]","2","61",
"it-passport-2025-q062","it-passport-2025","OS の仮想記憶方式に関する次の記述中の a 〜 c に入れる字句の適切な組合せはどれか。
プログラムの実行時に，コンピュータの [a] 装置の [b] な容量に制約されない， [c] なアドレス空間を提供する。

| | a | b | c |
|---|---|---|---|
| ア | 主記憶 | 物理的 | 論理的 |
| イ | 主記憶 | 論理的 | 物理的 |
| ウ | 補助記憶 | 物理的 | 論理的 |
| エ | 補助記憶 | 論理的 | 物理的 |","[""a: 主記憶, b: 物理的, c: 論理的"",""a: 主記憶, b: 論理的, c: 物理的"",""a: 補助記憶, b: 物理的, c: 論理的"",""a: 補助記憶, b: 論理的, c: 物理的""]","0","62",
"it-passport-2025-q063","it-passport-2025","データの尺度を名義尺度，順序尺度，間隔尺度，比例尺度の四つに分類したとき，間隔尺度に該当するものはどれか。","[""学年"",""血液型"",""時刻"",""睡眠時間""]","2","63",
"it-passport-2025-q064","it-passport-2025","Web サイトなどで RSS の表記を見かけることがある。この RSS の説明として，適切なものはどれか。","[""Web ページの統一的なデザインやレイアウトを定義するための規格"",""Web ページの見出しやリンク，要約などを記述するフォーマット"",""ネットワーク上にブックマークを登録することによって，利用価値の高い Web サイト情報を他の利用者と共有するサービス"",""ブラウザと Web サーバ間で，データを暗号化して安全に送受信するためのプロトコル""]","1","64",
"it-passport-2025-q065","it-passport-2025","DBMS において，データの検索を高速に行う目的で，必要に応じて設定して利用する情報はどれか。","[""インデックス"",""外部キー"",""主キー"",""スキーマ""]","0","65",
"it-passport-2025-q066","it-passport-2025","関係データベースで管理している次の“ログイン記録”表及び“部署”表において，ログイン結果が失敗となったことのある，又は，2022年4月10日09:00:00以前にログイン結果が成功となったことのある従業員が所属する部署名だけを全て挙げたものはどれか。

ログイン記録
| 日時 | 従業員番号 | 部署番号 | ログイン結果 |
|---|---|---|---|
| 2022-04-10 08:50:42 | 10004 | 003 | 失敗 |
| 2022-04-10 08:53:15 | 10004 | 003 | 成功 |
| 2022-04-10 08:55:48 | 10002 | 002 | 成功 |
| 2022-04-10 09:00:15 | 10001 | 001 | 成功 |
| 2022-04-10 09:01:05 | 10012 | 002 | 成功 |
| 2022-04-10 09:03:01 | 10008 | 003 | 成功 |
| 2022-04-10 09:10:28 | 10007 | 001 | 成功 |
| 2022-04-10 09:32:19 | 10002 | 002 | 成功 |
| 2022-04-10 09:39:22 | 10005 | 003 | 失敗 |
| 2022-04-10 10:00:02 | 10011 | 001 | 失敗 |
| 2022-04-10 10:05:51 | 10011 | 001 | 成功 |
| 2022-04-10 10:30:45 | 10009 | 002 | 成功 |

部署
| 部署番号 | 部署名 |
|---|---|
| 001 | 営業部 |
| 002 | システム部 |
| 003 | 人事部 |","[""営業部，システム部"",""営業部，システム部，人事部"",""営業部，人事部"",""システム部，人事部""]","1","66",
"it-passport-2025-q067","it-passport-2025","3次元画像処理の高速化や，動画をなめらかにするなどの機能をもつ，描画処理のためのハードウェアはどれか。","[""CGI"",""GPU"",""GUI"",""UPS""]","1","67",
"it-passport-2025-q068","it-passport-2025","CSIRTとして行う活動の例として，最も適切なものはどれか。","[""OSやアプリケーションソフトウェアのセキュリティパッチを定期的に適用する。"",""地震や洪水などの自然災害を想定し，情報資産を守るために全社的な事業継続計画を策定する。"",""セキュリティ事故の発生時に影響範囲を調査して，被害拡大を防止するための対策実施を支援する。"",""保守業者がサーバ室で作業した日に，作業員の入退出が適切に記録されていたことを監査する。""]","2","68",
"it-passport-2025-q069","it-passport-2025","バイオメトリクス認証の他人受入率と本人拒否率に関する次の記述中の a, b に入れる字句の適切な組合せはどれか。
バイオメトリクス認証の認証精度において，他人受入率を低く抑えようとすると [ a ] が高くなり，本人拒否率を低く抑えようとすると [ b ] が高くなる。

| | a | b |
|---|---|---|
| ア | 安全性 | 可用性 |
| イ | 安全性 | 利便性 |
| ウ | 利便性 | 安全性 |
| エ | 利便性 | 可用性 |","[""a: 安全性, b: 可用性"",""a: 安全性, b: 利便性"",""a: 利便性, b: 安全性"",""a: 利便性, b: 可用性""]","1","69",
"it-passport-2025-q070","it-passport-2025","情報セキュリティにおける脅威のうち，脆弱性を是正するセキュリティパッチをソフトウェアに適用することが最も有効な対策になるものはどれか。","[""総当たり攻撃"",""ソーシャルエンジニアリング"",""パスワードリスト攻撃"",""バッファオーバーフロー""]","3","70",
"it-passport-2025-q071","it-passport-2025","携帯電話で用いられる電波に関する次の記述中の a, b に入れる字句の適切な組合せはどれか。
電波には，周波数が [ a ] ほど回り込みやすくなり障害物の裏にも届きやすいという性質がある。日本国内の携帯電話で使用される周波数のうち，700 [ b ] 帯〜900 [ b ] 帯の周波数帯域はこの性質をもちつながりやすいことなどから，プラチナバンドと呼ばれている。

| | a | b |
|---|---|---|
| ア | 高い | GHz |
| イ | 高い | MHz |
| ウ | 低い | GHz |
| エ | 低い | MHz |","[""a: 高い, b: GHz"",""a: 高い, b: MHz"",""a: 低い, b: GHz"",""a: 低い, b: MHz""]","3","71",
"it-passport-2025-q072","it-passport-2025","見る人に意図が伝わりやすいデザインにするための四つの原則に関する次の記述中の a, b に入れる字句の適切な組合せはどれか。
〔四つの原則〕
* 近接 : 互いに関連する要素は近づけてグループにする。
* a : 要素を意図したルールに基づき配置する。
* 反復 : 要素ごとにデザインルールを繰り返す。
* b : 要素ごとの大小や強弱などの違いを明確にする。

| | a | b |
|---|---|---|
| ア | 整列 | 価値 |
| イ | 整列 | 対比 |
| ウ | 操作 | 価値 |
| エ | 操作 | 対比 |","[""a: 整列, b: 価値"",""a: 整列, b: 対比"",""a: 操作, b: 価値"",""a: 操作, b: 対比""]","1","72",
"it-passport-2025-q073","it-passport-2025","Web サービスを狙った攻撃に関する記述と攻撃の名称の適切な組合せはどれか。

a Web サービスが利用しているソフトウェアに脆弱性の存在が判明したとき，その修正プログラムが提供される前に，この脆弱性を突いて攻撃する。
b 複数のコンピュータから大量のパケットを一斉に送り付けることによって，Web サービスを正常に提供できなくさせる。
c 理論的にあり得るパスワードのパターンを順次試すことによって，正しいパスワードを見つけ，攻撃対象の Web サービスに侵入する。

| | a | b | c |
|---|---|---|---|
| ア | DDoS 攻撃 | ゼロデイ攻撃 | ブルートフォース攻撃 |
| イ | DDoS 攻撃 | ブルートフォース攻撃 | ゼロデイ攻撃 |
| ウ | ゼロデイ攻撃 | DDoS 攻撃 | ブルートフォース攻撃 |
| エ | ゼロデイ攻撃 | ブルートフォース攻撃 | DDoS 攻撃 |","[""a: DDoS 攻撃, b: ゼロデイ攻撃, c: ブルートフォース攻撃"",""a: DDoS 攻撃, b: ブルートフォース攻撃, c: ゼロデイ攻撃"",""a: ゼロデイ攻撃, b: DDoS 攻撃, c: ブルートフォース攻撃"",""a: ゼロデイ攻撃, b: ブルートフォース攻撃, c: DDoS 攻撃""]","2","73",
"it-passport-2025-q074","it-passport-2025","デジタルフォレンジックスの説明として，適切なものはどれか。","[""コンピュータに関する犯罪や法的紛争が生じた際に，コンピュータから削除された電子メールを復元するなどして，証拠を収集し保全すること"",""システムを実際に攻撃して脆弱性の有無を調べること"",""通信経路を暗号化するなどして，公衆回線をあたかも専用回線であるかのように利用すること"",""電子メールやファイルなどのハッシュデータを本人の秘密鍵で暗号化すること""]","0","74",
"it-passport-2025-q075","it-passport-2025","次の記憶媒体のうち，記憶素子として半導体メモリを用いているものだけを全て挙げたものはどれか。

a CD-ROM
b DVD-RAM
c RAM
d SSD
e USB メモリ","[""a, b, c"",""a, b, e"",""c, d, e"",""c, e""]","2","75",
"it-passport-2025-q076","it-passport-2025","商品の税込価格を計算する表計算のワークシートがある。セル B1 には消費税率が入力されており，セル B4〜B6 には税抜価格が入力されている。セル C4〜C6 に税込価格を表示するために，セル C4 に式を入力し，セル C5, C6 に複写する。セル C4 に入力する式はどれか。ここで，セル B1 は，パーセント形式で表示している。

| | A | B | C |
|---|---|---|---|
| 1 | 消費税率 | 10% | 10% |
| 2 | | | |
| 3 | 商品名 | 税抜価格（円） | 税込価格（円） |
| 4 | 商品 X | 200 | |
| 5 | 商品 Y | 500 | |
| 6 | 商品 Z | 100 | |","[""B$4 * (1 + B$1)"",""B$4 * (1 + B1)"",""B4 * (1 + B$1)"",""B4 * (1 + B1)""]","2","76",
"it-passport-2025-q077","it-passport-2025","ネットワークやホストを監視することによって，不正アクセスや不審な通信を発見し，報告する仕組みはどれか。","[""DMZ"",""IDS"",""アンチパスバック"",""ボット""]","1","77",
"it-passport-2025-q078","it-passport-2025","手続 calcMod3 を呼び出したときの出力はどれか。

〔プログラム〕
○calcMod3()
整数型: totalValue, i
totalValue ← 0
for (i を 1 から 7 まで 1 ずつ増やす)
if (i ÷ 3 の余りが 0 と等しい)
totalValue ← totalValue + i
endif
endfor
totalValue を出力する","[""2"",""3"",""7"",""9""]","3","78",
"it-passport-2025-q079","it-passport-2025","サムネイルの説明として，適切なものはどれか。","[""画像や文書ファイルの内容を縮小して表示したもの"",""処理の内容や対象が分かる小さな絵や記号のこと"",""ネット上で利用者の分身として動作するキャラクターのこと"",""複数のファイルを一つのファイルにまとめたもの""]","0","79",
"it-passport-2025-q080","it-passport-2025","AIにおいて, 広範囲かつ大量のデータで訓練されたものであり, ファインチューニングなどによって文章生成AIのような様々な用途に適応できる特徴をもつものを何というか。","[""アノテーション"",""エキスパートシステム"",""基盤モデル"",""畳み込みニューラルネットワーク""]","2","80",
"it-passport-2025-q081","it-passport-2025","イメージスキャナーで読み取った紙の書類の画像から, 印刷文字や手書きの文字を読み取り, テキストデータに変換する技術を何と呼ぶか。","[""CCD"",""DVI"",""GPU"",""OCR""]","3","81",
"it-passport-2025-q082","it-passport-2025","あるコンピュータのデータベースの内容を他のコンピュータのデータベースに複製して, 両者の内容が一致するように同期させるDBMSの機能はどれか。","[""アーカイブ"",""バックアップ"",""レプリケーション"",""ロールバック""]","2","82",
"it-passport-2025-q083","it-passport-2025","ISMS の運用に PDCA モデルを採用している組織において，サーバ監視に関する次の作業を実施する。各作業と PDCA モデルの各フェーズの組合せとして，適切なものはどれか。

〔作業〕
(1) サーバ監視の具体的な目的及び手順を定める。
(2) サーバ監視の作業内容を第三者が客観的に評価する。
(3) 定められている手順に従ってサーバを監視する。
(4) 発見された問題点の是正処置として，サーバの監視方法を変更する。

| | P | D | C | A |
|---|---|---|---|---|
| ア | (1) | (2) | (3) | (4) |
| イ | (1) | (2) | (4) | (3) |
| ウ | (1) | (3) | (2) | (4) |
| エ | (1) | (3) | (4) | (2) |","[""P:(1), D:(2), C:(3), A:(4)"",""P:(1), D:(2), C:(4), A:(3)"",""P:(1), D:(3), C:(2), A:(4)"",""P:(1), D:(3), C:(4), A:(2)""]","2","83",
"it-passport-2025-q084","it-passport-2025","ISMS における情報セキュリティ方針に関する記述として，適切なものはどれか。","[""機密事項が記載されているので，伝達する範囲を社内に限定する必要がある。"",""情報セキュリティ対策は一度実施したら終わりではないので，ISMS を継続的に改善するコミットメントを含める必要がある。"",""部門の特性に応じて最適化するので，ISMS を適用する組織全体ではなく，部門ごとに定める必要がある。"",""ボトムアップを前提としているので，各職場の管理者によって承認される必要がある。""]","1","84",
"it-passport-2025-q085","it-passport-2025","問題を解いて解答群の中から正解を選ぶ，ある AI システムがある。このシステムは，1回の学習の過程を経るごとに，学習の過程の前後の比較において，誤り率が5%低下する（前回の誤り率の95%になる）。現在の正解率が30%であるとき，正解率が35%を超えるためには，少なくともあと何回の学習の過程が必要か。","[""1"",""2"",""3"",""4""]","1","85",
"it-passport-2025-q086","it-passport-2025","動物が写っている大量の画像から犬や猫などの特徴を自動的に抽出して，動物の種類を識別できるようにする AI の技術はどれか。","[""e-ラーニング"",""アクティブラーニング"",""アダプティブラーニング"",""ディープラーニング""]","3","86",
"it-passport-2025-q087","it-passport-2025","PKI において，ある条件に当てはまるデジタル証明書の情報が公開されているリストとして CRL がある。このリストに掲載される条件として，適切なものはどれか。","[""有効期間が満了している。"",""有効期間が無期限である。"",""有効期間内に失効している。"",""有効期間を延長している。""]","2","87",
"it-passport-2025-q088","it-passport-2025","情報セキュリティ対策を，“技術的セキュリティ対策”，“人的セキュリティ対策”及び“物理的セキュリティ対策”に分類したとき，“物理的セキュリティ対策”の例として，適切なものはどれか。","[""業務に関係のない掲示板や SNS などへの従業員による書込み，閲覧を防止するために，Web サーバへのアクセスログを取得し，必要に応じて通信を遮断する。"",""サーバ室，執務室などの場所ごとにセキュリティレベルを設定し，従業員ごとのアクセス権が付与された IC カードで入退室管理を行う。"",""従業員の採用時には，守秘義務に関する契約書を取り交わし，在籍中は機密情報の取扱いに関する教育，啓発を実施する。"",""退職者が，在籍中のアカウントを用いた不正アクセスを行わないように，従業員の退職時にアカウントを削除する。""]","1","88",
"it-passport-2025-q089","it-passport-2025","A さんは，B さんから次の4種類のメッセージを受け取った。A さんが，受け取ったメッセージを復号して読むことができるものだけを全て挙げたものはどれか。

a A さんと B さんとの共通鍵で暗号化したメッセージ
b A さんの公開鍵で暗号化したメッセージ
c B さんの公開鍵で暗号化したメッセージ
d B さんの秘密鍵で暗号化したメッセージ","[""a, b, d"",""a, c, d"",""b, d"",""c, d""]","0","89",
"it-passport-2025-q090","it-passport-2025","無線 LAN のセキュリティ対策に関する記述として，適切なものはどれか。","[""API は，複数のアクセスポイントをグループ化して管理する ID である。"",""SSH は，アクセスポイントをステルス化することで無線 LAN ネットワークを隠蔽する機能である。"",""VPN は，アクセスポイントに登録した MAC アドレスをもつ機器以外からの接続を拒否する機能である。"",""WPA2 は，WEP よりも高い信頼性をもつ，無線通信の暗号化技術である。""]","3","90",
"it-passport-2025-q091","it-passport-2025","情報セキュリティのリスクマネジメントにおけるリスク対応を，リスク移転，リスク回避，リスク低減及びリスク保有の四つに分けて実施することにしたとき，これらに関する記述として，適切なものはどれか。","[""リスク対応の実施手順であり，リスク回避，リスク移転，リスク低減，リスク保有の順番で進める。"",""リスク対応の実施手順であり，リスク保有，リスク低減，リスク移転，リスク回避の順番で進める。"",""リスク対応の選択肢であり，管理対象としたリスクの顕在化に備えて保険を掛けておくことは，リスク回避に該当する。"",""リスク対応の選択肢であり，ノート PC の紛失や盗難に備えて社外への持出しをより厳重に管理することは，リスク低減に該当する。""]","3","91",
"it-passport-2025-q092","it-passport-2025","従業員が使用する PC がランサムウェアに感染した場合の損害を軽減する対策例として，適切なものはどれか。","[""PC が接続するファイルサーバの HDD のバックアップデータを定期的に取得し，ネットワークから切り離して保管する。"",""PC に多要素認証の仕組みを導入する。"",""PC の HDD を暗号化する。"",""PC へのログイン時に，パスワードを複数回間違えたら，当該 ID をロックする。""]","0","92",
"it-passport-2025-q093","it-passport-2025","情報セキュリティにおける脅威の説明として，適切なものはどれか。","[""攻撃者が付け込むことのできる情報システムの弱点"",""情報資産が被害に遭う確率と被害規模の組合せ"",""情報資産に損害を与える原因となるもの"",""情報システムの弱点を利用した攻撃によって被害を受ける可能性""]","2","93",
"it-passport-2025-q094","it-passport-2025","稼働率 0.9 の装置で並列システムを構成したい。このシステムの稼働率を 0.999 とするためには，最低何台の装置で並列システムを構成する必要があるか。ここで，並列システムを構成したときに，少なくとも 1 台の装置が稼働していればシステムは正常に稼働しているものとする。","[""2"",""3"",""4"",""5""]","1","94",
"it-passport-2025-q095","it-passport-2025","データベース設計におけるデータ分析で行うこととして，適切なものはどれか。","[""データウェアハウスから業務ごとに必要な情報を抽出する。"",""データ項目の内容が，指定された条件を満足する行だけを抽出する。"",""必要なデータ項目を洗い出し，項目間の関連を整理する。"",""膨大な情報から統計的手法などを用いて，ビジネスに活用できる情報を探索する。""]","2","95",
"it-passport-2025-q096","it-passport-2025","OSS (Open Source Software) に関する次の記述のうち，適切なものだけを全て挙げたものはどれか。

a 個人だけではなく，企業や団体が開発したソフトウェアもある。
b 著作権が放棄されている。
c 入手したソフトウェアは，自由に再配布してもよい。","[""a, b"",""a, b, c"",""a, c"",""b, c""]","2","96",
"it-passport-2025-q097","it-passport-2025","情報セキュリティにおいて，可用性が損なわれた事象だけを全て挙げたものはどれか。

a 関連取引先との電子決済システムが DoS 攻撃を受け，処理ができなくなった。
b 顧客情報管理システムの顧客情報が誤った内容のまま運用されていた。
c 社内のサーバに不正侵入されて，社外秘の情報が漏えいした。","[""a"",""a, b"",""b, c"",""c""]","0","97",
"it-passport-2025-q098","it-passport-2025","4個の要素から成るデータの並びを，次の手順を繰り返して昇順に整列するとき，整列が終了するまでに(1)から(3)の一連の手順は，何回実行されるか。ここで，最初はデータの並び全体を整列対象とする。

データの並び：[27, 42, 33, 12]

〔手順〕
(1) 整列対象中の要素の最大の値を選び，最後の要素と入れ替える。
(2) 最後の要素を整列対象から外す。
(3) 整列対象に要素が1個以上残っていれば，(1)から(3)の一連の手順を実行する。残っていなければ，整列完了なので終了する。","[""2"",""3"",""4"",""5""]","2","98",
"it-passport-2025-q099","it-passport-2025","関数 calculateAmountOfPrize は，業務改善の効果における改善額と短縮期間を，それぞれ improvement と period で受け取り，賞金額を戻り値とする。改善額が20万円で短縮期間が3日の業務改善と，改善額が5万円で短縮期間が14日の業務改善があった。この二つの賞金額の合計は何円か。ここで，改善額と短縮期間の値はそれぞれ0以上とする。

〔プログラム〕
```
○整数型: calculateAmountOfPrize(整数型: improvement, // 改善額(円)
整数型: period) // 短縮期間(日)
整数型: prize // 賞金額(円)
if (improvement が 100000 より小さい)
if (period が 7 より小さい)
prize ← 500
else
prize ← 1000
endif
else
if (period が 7 より小さい)
prize ← 2000
else
prize ← 5000
endif
endif
return prize
```","[""1,000"",""1,500"",""3,000"",""5,500""]","2","99",
"it-passport-2025-q100","it-passport-2025","個人の認証に用いる要素を，知識，所有物及びバイオメトリクスの三つに分類したとき，所有物を要素として用いた認証の例はどれか。","[""SMSを用いた認証"",""虹彩の特徴を用いた認証"",""筆跡や筆圧，スピードなど，文字を書くときの特徴を用いた認証"",""本人が事前に設定した質問とそれに対する答えを用いた認証""]","0","100",
"sg-2025-q001","sg-2025","JIS Q 31000:2019（リスクマネジメント－指針）におけるリスクマネジメントプロセスに関する記述のうち，適切なものはどれか。","[""リスク対応の意義は，プロセスの設計，実施及び結末の質及び効果を保証し，改善することである。"",""リスク特定の意義は，リスクに対処するための選択肢を選定し，実施することである。"",""リスク評価の意義は，組織の目的の達成を助ける又は妨害する可能性のあるリスクを発見し，認識し，記述することである。"",""リスク分析の意義は，必要に応じてリスクのレベルを含め，リスクの性質及び特徴を理解することである。""]","3","1",
"sg-2025-q002","sg-2025","SIEM 製品によるセキュリティ上の効果として，最も適切なものはどれか。","[""様々な機器のログを集中管理することによって，横断的な分析や相関分析が可能になり，単純な目視だけでは発見困難な兆候を検知，分析，可視化することが可能になる。"",""通信経路上を流れるパケットをキャプチャし，暗号化されたデータが改ざんされていないかどうかをチェックすることが可能になる。"",""ファイアウォール，IDS，マルウェア対策といった複数のネットワークセキュリティ機能を一つの機器で実現することが可能になる。"",""ファイルの改ざんを検知すると，事前に取得済みのバックアップを用いて直ちに修復することが可能になる。""]","0","2",
"sg-2025-q003","sg-2025","ゼロトラストの説明として，最も適切なものはどれか。","[""機器やソフトウェアの脆弱性のうち，開発元から対策方法，修正プログラムなどが提供されていない脆弱性が残っている状態のこと"",""内部ネットワークであっても必ずしも安全ではないことを前提として対策を講じる考え方のこと"",""秘密情報そのものは明かさずに，自分が秘密情報を知っていることを相手に知らせる方法のこと"",""マルウェア定義ファイルを用いず，PC の振る舞いからマルウェア感染を検知する手法のこと""]","1","3",
"sg-2025-q004","sg-2025","不正が発生する際には“不正のトライアングル”の 3 要素全てが存在すると考えられている。“不正のトライアングル”の構成要素の説明として，適切なものはどれか。","[""“機会”とは，情報システムなどの技術や物理的な環境，組織のルールなど，内部者による不正行為の実行を可能又は容易にする環境の存在である。"",""“情報と伝達”とは，必要な情報が識別，把握及び処理され，組織内外及び関係者相互に正しく伝えられるようにすることである。"",""“正当化”とは，ノルマによるプレッシャなどのことである。"",""“動機”とは，良心のかしゃくを乗り越える都合の良い解釈や他人への責任転嫁など，内部者が不正行為を自ら納得させるための自分勝手な理由付けである。""]","0","4",
"sg-2025-q005","sg-2025","DNS キャッシュサーバでの DNS キャッシュポイズニング攻撃の対策はどれか。","[""DNS サービスの待ち受けポートを 53 番に固定する。"",""外部の DNS クライアントからの再帰的問合せを受け付けない設定にする。"",""権威 DNS サーバへの問合せに使用するトランザクション ID を固定する。"",""権威 DNS サーバへの非再帰的問合せを行う設定にする。""]","1","5",
"sg-2025-q006","sg-2025","CVSS v3 について，基本評価基準，現状評価基準，環境評価基準のうち，現状評価基準の特徴はどれか。","[""攻撃コードの出現の有無，利用可能な対策のレベルなどに応じ，評価結果は時間の経過で変化する。"",""脆弱性及び想定される脅威に応じ，製品利用者ごとに評価結果は異なる。"",""製品利用者が脆弱性への対応を決めるための評価に用いる基準であり，評価結果は時間の経過で変化しない。"",""評価結果は利用環境によらず同じで，かつ，時間の経過でも変化しない。""]","0","6",
"sg-2025-q007","sg-2025","特定電子メール法の説明として，適切なものはどれか。","[""特定電子メール法は，広告のための電子メールの送信を受託した事業者だけを規制している。"",""特定電子メール法の規制は，受信者から受信拒否の通知があった場合にだけ広告宣伝メールを禁止するオプトアウト方式を採用している。"",""特定電子メール法の目的は，取引の公平の観点から広告宣伝メールを規制すること及び犯罪捜査のための通信傍受である。"",""特定電子メール法は，規制の対象となる電子メールの送信者及び送信委託者に対する義務を規定している。""]","3","7",
"sg-2025-q008","sg-2025","情報セキュリティ違反を犯した従業員に対する懲戒手続を規定した就業規則を含む社内規程の内容について，情報セキュリティ管理基準（平成 28 年）に基づき監査を実施した。監査人が，指摘事項として監査報告書に記載すべきものはどれか。","[""従業員による情報セキュリティ違反の可能性を認識したら，直ちに懲戒手続を開始することを定めていた。"",""懲戒手続は，情報セキュリティ違反による業務への影響度，違反を犯した従業員に対する教育の実施状況などを考慮した段階別の対応を定めていた。"",""懲戒手続は，情報セキュリティ違反を犯した従業員に対する恣意性を排除した公平な取扱いを定めていた。"",""懲戒手続を具体化した細則を策定すること，及び従業員に周知徹底することを定めていた。""]","0","8",
"sg-2025-q009","sg-2025","サービス満足度の目標値を“サービス満足度に関する調査アンケートの満足度の平均点が 5 点満点中 4.0 点”と設定したサービスがある。調査アンケートの集計結果が表のとおりであるとき，目標達成率は幾らか。ここで，目標達成率は次式で計算するものとする。

目標達成率 ＝ 満足度の平均点 ÷ 満足度の目標値

〔集計結果〕
| 満足度（点） | 回答数 |
|---|---|
| 5 | 50 |
| 4 | 250 |
| 3 | 150 |
| 2 | 50 |
| 1 | 0 |","[""0.6"",""0.72"",""0.8"",""0.9""]","3","9",
"sg-2025-q010","sg-2025","システムの信頼性指標である RASIS の，安全性を除く四つに関する記述のうち，適切なものはどれか。","[""R の信頼性は，システムの MTBF によって表す。"",""A の可用性は，システムが稼働している時間の平均値によって表す。"",""S の保守性は，システムの稼働率によって表す。"",""I の完全性は，システムの故障率によって表す。""]","0","10",
"sg-2025-q011","sg-2025","企業全体で使用するデータを統合・整理したデータウェアハウスから，特定の分析目的のためにデータを加工して構築したものはどれか。","[""データカタログ"",""データマート"",""データリネージ"",""データレイク""]","1","11",
"sg-2025-q012","sg-2025","経済産業省が取りまとめた“DX レポート 2”では，組織が DX 実現に至る段階をデジタイゼーション，デジタライゼーション，デジタルトランスフォーメーションに分けている。製造業のデジタル化事例において，デジタルトランスフォーメーションの段階に達しているものはどれか。

| DX 実現に至る段階 | 説明 |
|---|---|
| デジタイゼーション | アナログ・物理データのデジタルデータ化 |
| デジタライゼーション | 個別の業務・製造プロセスのデジタル化 |
| デジタルトランスフォーメーション | 組織横断／全体の業務・製造プロセスのデジタル化，<br/>“顧客起点の価値創出”のための事業やビジネスモデルの変革 |","[""3D 画像撮影用の高性能カメラを生産ラインに設置し，カメラの前を通過する製造物のデジタル画像をリアルタイムで記録して，出荷検査の証拠データとする。"",""技術継承のために，生産ラインに設置したカメラと，熟練工の手に装着したウェアラブルセンサーによって，熟練工の所作をデジタルデータとして保存した上で，AI を用いて熟練工の動きをモデル化する。"",""顧客から販売・在庫情報を，部品メーカーから生産・在庫情報をデジタルデータで逐次入手し，AI を用いて複数の需給調整案を高速でシミュレーションすることによって，サプライチェーン全体を最適化する。"",""生産ラインで取得したデジタル画像データから良品，不良品の特徴を AI に学習させた上で，AI で画像解析を行うことによって，自社の出荷時検品作業を効率化する。""]","2","12",
